Active Epicor Part,part_number,title,manufacturer,type,category,subcategory,short_description,long_description,features,upc,height,width,length,weight,instructions,warranty,Image,Data Sheet,Brochure,"If individual part, price available?",NOTES: CS DEPT
Yes,PLL-12E-3B-MG,PARAL. LOOK ECONO 3 STP LADDER (MARINE GRADE),S.R. Smith,Deck Accessories,Ladders,,PLL-12E-3B-MG -  - PARAL. LOOK ECONO 3 STP LADDER (MARINE GRADE),"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 316L Marine Grade. Number of treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",26 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12E-4C,PARAL. LOOK ECONO 4 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12E-4C -  - PARAL. LOOK ECONO 4 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 4. 6"" radius bends.",8.40671E+11,"2""","28""","82""",28 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12E-5D,PARAL. LOOK ECONO 5 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12E-5D -  - PARAL. LOOK ECONO 5 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 5. 6"" radius bends.",8.40671E+11,"2""","28""","90""",31 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12S-2A,PARAL. LOOK ELITE 2 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12S-2A -  - PARAL. LOOK ELITE 2 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 2. 6"" radius bends.",8.40671E+11,"2""","28""","60""",22 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12S-3B,PARAL. LOOK ELITE 3 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12S-3B -  - PARAL. LOOK ELITE 3 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12S-3B-MG,PARAL. LOOK ELITE 3 STP LADDER (MARINE GRADE),S.R. Smith,Deck Accessories,Ladders,,PLL-12S-3B-MG -  - PARAL. LOOK ELITE 3 STP LADDER (MARINE GRADE),"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 316L Marine Grade. Number of treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",26 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12S-4C,PARAL. LOOK ELITE 4 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12S-4C -  - PARAL. LOOK ELITE 4 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 4. 6"" radius bends.",8.40671E+11,"2""","28""","82""",28 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,PLL-12S-5D,PARAL. LOOK ELITE 5 STP LADDER,S.R. Smith,Deck Accessories,Ladders,,PLL-12S-5D -  - PARAL. LOOK ELITE 5 STP LADDER,"The Parallel-Look ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Choose an ultra durable plastic, or stainless steel tread. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool.","Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 5. 6"" radius bends.",8.40671E+11,"2""","28""","90""",31 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/127236/parallel_look_ladder.jpg,,,,
Yes,RLF-24E-2A,"24"" RES. LADDER ECONO - 2-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24E-2A -  - 24"" RES. LADDER ECONO - 2-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of plastic treads: 2. 6"" radius bends.",8.40671E+11,"2""","28""","60""",21 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24E-3B,"24"" RES. LADDER ECONO - 3-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24E-3B -  - 24"" RES. LADDER ECONO - 3-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of plastic treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24E-3B-MG,"24"" RES. LADDER ECONO - 3-STEP (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"RLF-24E-3B-MG -  - 24"" RES. LADDER ECONO - 3-STEP (MARINE GRADE)",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 316L Marine Grade. Number of plastic treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24E-4C,"24"" RES. LADDER ECONO - 4-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24E-4C -  - 24"" RES. LADDER ECONO - 4-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of plastic treads: 4. 6"" radius bends.",8.40671E+11,"2""","28""","82""",29 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24E-5D,"24"" RES. LADDER ECONO - 5-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24E-5D -  - 24"" RES. LADDER ECONO - 5-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of plastic treads: 5. 6"" radius bends.",8.40671E+11,"2""","28""","90""",32 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-2A,"24"" RES. LADDER ELITE - 2-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-2A -  - 24"" RES. LADDER ELITE - 2-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of stainless steel treads: 2. 6"" radius bends.",8.40671E+11,"2""","28""","60""",22 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-2A-MG,"24"" RES. LADDER ELITE - 2-STEP (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-2A-MG -  - 24"" RES. LADDER ELITE - 2-STEP (MARINE GRADE)",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 316L Marine Grade. Number of stainless steel treads: 2. 6"" radius bends.",8.40671E+11,"2""","28""","60""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-3B,"24"" RES. LADDER ELITE - 3-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-3B -  - 24"" RES. LADDER ELITE - 3-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of stainless steel treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",25 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-3B-MG,"24"" RES. LADDER ELITE - 3-STEP (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-3B-MG -  - 24"" RES. LADDER ELITE - 3-STEP (MARINE GRADE)",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 316L Marine Grade . Number of stainless steel treads: 3. 6"" radius bends.",8.40671E+11,"2""","28""","65""",27 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-4C,"24"" RES. LADDER ELITE - 4-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-4C -  - 24"" RES. LADDER ELITE - 4-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of stainless steel treads: 4. 6"" radius bends.",8.40671E+11,"2""","28""","82""",30 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-4C-MG,"24"" RES. LADDER ELITE - 4-STEP (MARINE GRADE)",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-4C-MG -  - 24"" RES. LADDER ELITE - 4-STEP (MARINE GRADE)",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 316L Marine Grade. Number of stainless steel treads: 4. 6"" radius bends.",8.40671E+11,"2""","28""","82""",32 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,RLF-24S-5D,"24"" RES. LADDER ELITE - 5-STEP",S.R. Smith,Deck Accessories,Ladders,,"RLF-24S-5D -  - 24"" RES. LADDER ELITE - 5-STEP",Our basic Residential ladder is made from long lasting stainless steel or can be powder coated in one of our designer colors for added protection. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD Type: 304. Number of stainless steel treads: 5. 6"" radius bends.",8.40671E+11,"2""","28""","90""",33 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50006/residential_ladder_hi-res.jpg,,,,
Yes,SLF-24E-3B,SNAP-LOK LADDER ECONO,S.R. Smith,Deck Accessories,Ladders,,SLF-24E-3B -  - SNAP-LOK LADDER ECONO, Snap-Lok ladder utilizes a special hinge bracket that allows you to easily raise and lower your ladder in order to accommodate an automatic pool cover. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3. 6"" radius bends.",8.40671E+11,"61""","29""","2""",24 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/51146/snap-lok-highres.jpg,,,,
Yes,SLF-24S-3B,SNAP-LOK LADDER ELITE,S.R. Smith,Deck Accessories,Ladders,,SLF-24S-3B -  - SNAP-LOK LADDER ELITE, Snap-Lok ladder utilizes a special hinge bracket that allows you to easily raise and lower your ladder in order to accommodate an automatic pool cover. Rubber bumpers are fitted to the ends to protect a vinyl liner where the ladder meets the side of the pool. ,"Tubing: 1.90"". OD, .049"" wall. Type: 304. Number of treads: 3. 6"" radius bends.",8.40671E+11,"61""","29""","2""",25 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/51146/snap-lok-highres.jpg,,,,
Yes,TL-3B,THERAPEUTIC LADDER,S.R. Smith,Deck Accessories,Ladders,,TL-3B -  - THERAPEUTIC LADDER,"This long reach ladder is a wonderful aid for individuals participating in aquatic therapy, that may not have the range of motion required to exit the pool using a regular, vertical pool ladder. This ladder comes with stainless steel treads, and rubber bumpers to protect your pool floor. ","Tubing: 1.90"" OD; Wall Thickness: .065""; Type: 304, Number of stainless steel treads: 3",8.40671E+11,"4""","41""","77""",35 lbs,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/50792/therapeutic-ladder.jpg,,,,
